,key,booktitle,crossref,title,year
311,issac/Chou90,ISSAC,issac/1990,Automated Reasoning in Geometries Using the Characteristic Set Method and GrÃ¶bner Basis Method.,1990
312,issac/Saunders15,ISSAC,issac/2015,Matrices with Two Nonzero Entries per Row.,2015
313,issac/GuidolinR18,ISSAC,issac/2018,Effective Computation of Generalized Spectral Sequences.,2018
314,issac/Strzebonski09,ISSAC,issac/2009,Real root isolation for tame elementary functions.,2009
315,issac/Villard07,ISSAC,issac/2007,Certification of the QR factor R and of lattice basis reducedness.,2007
316,issac/GalligoR01,ISSAC,issac/2001,Semi-numerical determination of irreducible branches of a reduced space curve.,2001
317,issac/Bodrato10,ISSAC,issac/2010,A Strassen-like matrix multiplication suited for squaring and higher power computation.,2010
318,issac/SalvyS92,ISSAC,issac/1992,Asymptotic Expansions of Functional Inverses.,1992
319,issac/LandsmannSWH00,ISSAC,issac/2000,Symbolic parametrization of pipe and canal surfaces.,2000
320,issac/MarinariMM91,ISSAC,issac/1991,GrÃ¶bner Bases of Ideals Given by Dual Bases.,1991
321,issac/AbramovB01,ISSAC,issac/2001,On solutions of linear functional systems.,2001
322,issac/Lee07,SNC,issac/2007snc,From quotient-difference to generalized eigenvalues and sparse polynomial interpolation.,2007
323,issac/KauersS07,ISSAC,issac/2007,Symbolic summation with radical expressions.,2007
324,issac/ChenD99,ISSAC,issac/1999,Rational Normal Form for Dynamical Systems by Carleman Linearization.,1999
325,issac/BuseN17,ISSAC,issac/2017,Discriminants of Complete Intersection Space Curves.,2017
326,issac/Moroz06,ISSAC,issac/2006,Complexity of the resolution of parametric systems of polynomial equations and inequations.,2006
327,issac/BiniP93,ISSAC,issac/1993,Parallel Computations with Toeplitz-like and Hankel-like Matrices.,1993
328,issac/Bronstein86,SYMSAC,issac/1986,Gsolve: a faster algorithm for solving systems of algebraic equations.,1986
329,issac/KaltofenLYZ08,ISSAC,issac/2008,Exact certification of global optimality of approximate factorizations via rationalizing sums-of-squares with floating point scalars.,2008
330,issac/Farcot06,ISSAC,issac/2006,Symbolic numeric analysis of attractors in randomly generated piecewise affine models of gene networks.,2006
331,issac/ChtcherbaK06,ISSAC,issac/2006,Conditions for determinantal formula for resultant of a polynomial system.,2006
332,issac/Din08,ISSAC,issac/2008,Computing the global optimum of a multivariate polynomial over the reals.,2008
333,issac/GraafW99,ISSAC,issac/1999,Constructing Bases of Finitely Presented Lie Algebras Using GrÃ¶bner Bases in Free Algebras.,1999
334,issac/AbramovB00,ISSAC,issac/2000,Hypergeometric dispersion and the orbit problem.,2000
335,issac/DumasHPR19,ISSAC,issac/2019,LU Factorization with Errors.,2019
336,issac/GrossR14,ISSAC,issac/2014,Maximum likelihood geometry in the presence of data zeros.,2014
337,issac/Cetinkaya92,ISSAC,issac/1992,On Stability Analysis of Linear Stochastic and Time-Varying Deterministic Systems.,1992
338,issac/JeffreyLMR97,ISSAC,issac/1997,"Integration of the Signum, Piecewise and Related Functions.",1997
339,issac/RandW86,SYMSAC,issac/1986,Investigating the structure of a Lie algebra.,1986
340,issac/ChenDMMXX10,ISSAC,issac/2010,Triangular decomposition of semi-algebraic systems.,2010
341,issac/SaundersWY11,ISSAC,issac/2011,Numeric-symbolic exact rational linear system solver.,2011
342,issac/Fateman89,ISSAC,issac/1989,Series Solutions of Algebraic and Differential Equations: A Comparison of Linear and Quadratic Algebraic Convergence.,1989
343,issac/Wirth81,SYMSACC,issac/1981,Automatic generation of finite difference equations and fourier stability analyses.,1981
344,issac/Yun76,SYMSACC,issac/1976,On square-free decomposition algorithms.,1976
345,issac/Sekigawa07,ISSAC,issac/2007,On real factors of real interval polynomials.,2007
346,issac/DumasPS15,ISSAC,issac/2015,Computing the Rank Profile Matrix.,2015
347,issac/GrigorievS08,ISSAC,issac/2008,Loewy decomposition of third-order linear aPDE's in the plane.,2008
348,issac/Edneral93,ISSAC,issac/1993,Computer Generation of Normalizing Transformation for Systems of Nonlinear ODE.,1993
349,issac/PrelleS81,SYMSACC,issac/1981,Elementary first integrals of differential equations.,1981
350,issac/StorjohannY14,ISSAC,issac/2014,Linear independence oracles and applications to rectangular and low rank linear systems.,2014
351,issac/CarusoRV18,ISSAC,issac/2018,ZpL: a p-adic Precision Package.,2018
352,issac/BeckK81a,SYMSACC,issac/1981,Algorithms for central extensions of Lie algebras.,1981
353,issac/KaltofenVY89,ISSAC,issac/1989,An Improved Las Vegas Primality Test.,1989
354,issac/Marje95,ISSAC,issac/1995,A Nearly Linear Algorithm for Sylow Subgroups in Small-Base Groups.,1995
355,issac/KerberS11,ISSAC,issac/2011,Efficient real root approximation.,2011
356,issac/KobayashiFS86,SYMSAC,issac/1986,GrÃ¶bner bases of ideals of convergent power series.,1986
357,issac/BrownawellY09,ISSAC,issac/2009,Lower bounds for zero-dimensional projections.,2009
358,issac/LiSHL14,ISSAC,issac/2014,Reduction among bracket polynomials.,2014
359,issac/Boucher99,ISSAC,issac/1999,About the Polynomial Solutions of Homogeneous Linear Differential Equations Depending on Parameters.,1999
360,issac/DolzmannSS04,ISSAC,issac/2004,Efficient projection orders for CAD.,2004
361,issac/BrickensteinD08,ISSAC,issac/2008,GrÃ¶bner-free normal forms for boolean polynomials.,2008
362,issac/ArnoldR15,ISSAC,issac/2015,Output-Sensitive Algorithms for Sumset and Sparse Polynomial Multiplication.,2015
363,issac/MooreN81,SYMSACC,issac/1981,Implementing a polynomial factorization and GCD package.,1981
364,issac/BiCR13,ISSAC,issac/2013,"Sub-linear root detection, and new hardness results, for sparse polynomials over finite fields.",2013
365,issac/CaboaraR97,ISSAC,issac/1997,Families of Ideals in Statistics.,1997
366,issac/GaoZ04,ISSAC,issac/2004,Decomposition of differential polynomials with constant coefficients.,2004
367,issac/Sturmfels14,ISSAC,issac/2014,Maximum likelihood for matrices with rank constraints.,2014
368,issac/Smedley89,ISSAC,issac/1989,A new Modular Algorithm for Computation of Algebraic Number Polynomial Gcds.,1989
369,issac/HuttonKZ10,ISSAC,issac/2010,Computing the radius of positive semidefiniteness of a multivariate real polynomial via a dual of Seidenberg's method.,2010
370,issac/Tournier05,ISSAC,issac/2005,Approximation of dynamical systems using s-systems theory: application to biological systems.,2005
371,issac/Yun76a,SYMSACC,issac/1976,Algebraic algorithms using p-adic constructions.,1976
372,issac/PanW02,ISSAC,issac/2002,Acceleration of Euclidean algorithm and extensions.,2002
373,issac/BostanLS03,ISSAC,issac/2003,Tellegen's principle into practice.,2003
374,issac/Grigoriev90,ISSAC,issac/1990,How to Test in Subexponential Time Whether Two Points Can Be Connected by a Curve in a Semialgebraic Set.,1990
375,issac/DridiP07,ISSAC,issac/2007,Towards a new ode solver based on cartan's equivalence method.,2007
376,issac/BarkatouCE19,ISSAC,issac/2019,Simple Forms and Rational Solutions of Pseudo-Linear Systems.,2019
377,issac/Mezzarobba10,ISSAC,issac/2010,NumGfun: a package for numerical and analytic computation with D-finite functions.,2010
378,issac/Gonzalez-VegaT95,ISSAC,issac/1995,Implicitization of Parametric Curves and Surfaces by Using Symmetric Functions.,1995
379,issac/CollinsJ88,ISSAC,issac/1988,The Probability of Relative Primality of Gaussian Integers.,1988
380,issac/Aberer90,ISSAC,issac/1990,Normal Forms in Function Fields.,1990
381,issac/Sullivant12,ISSAC,issac/2012,Algebraic statistics.,2012
382,issac/BosmaP91,ISSAC,issac/1991,Computations with Finitely Generated Modules over Dedekind Rings.,1991
383,issac/Nordbeck98,ISSAC,issac/1998,Canonical Subalgebraic Bases in Non-Commutative Polynomial Rings.,1998
384,issac/Stoutemyer76,SYMSACC,issac/1976,Qualitative analysis of mathematical expressions using computer symbolic mathematics.,1976
385,issac/HadzikadicLY86,SYMSAC,issac/1986,An application of knowledge-base technology in education: a geometry theorem prover.,1986
386,issac/Chaffy95,ISSAC,issac/1995,The Analytic Continuation Process: From Computer Algebra to Numerical Analysis.,1995
387,issac/Gerhard98,ISSAC,issac/1998,High Degree Solutions of Low Degree Equations (extended abstract).,1998
388,issac/LambanPR99,ISSAC,issac/1999,Specifying Implementations.,1999
389,issac/AndradasRS99,ISSAC,issac/1999,Base Field Restriction Techniques for Parametric Curves.,1999
390,issac/Rioboo92,ISSAC,issac/1992,Real Algebraic Closure of an Ordered Field: Implementation in ,1992
391,issac/Koepf03,ISSAC,issac/2003,"Power series, Bieberbach conjecture and the de Branges and Weinstein functions.",2003
392,issac/PakB99,ISSAC,issac/1999,On Sampling Generating Sets of Finite Groups and Product Replacement Algorithm (extended abstract).,1999
393,issac/Kaltofen02,ISSAC,issac/2002,An output-sensitive variant of the baby steps/giant steps determinant algorithm.,2002
394,issac/MenezesOV88,ISSAC,issac/1988,Some Computational Aspects of Root Finding in GF(q,1988
395,issac/DiattaRR14,ISSAC,issac/2014,On the computation of the topology of plane curves.,2014
396,issac/DAndreaE01,ISSAC,issac/2001,Hybrid sparse resultant matrices for bivariate systems.,2001
397,issac/AlvandiAM17,ISSAC,issac/2017,On the Extended Hensel Construction and its Application to the Computation of Limit Points.,2017
398,issac/Dahan17,ISSAC,issac/2017,Gcd Modulo a Primary Triangular Set of Dimension Zero.,2017
399,issac/Codutti92,ISSAC,issac/1992,NODES: Non Linear Ordinary Differential Equations Solver.,1992
400,issac/Head76,SYMSACC,issac/1976,Projective representations for energy band calculations.,1976
401,issac/Arnold13,ISSAC,issac/2013,A new truncated fourier transform algorithm.,2013
402,issac/Manocha90,ISSAC,issac/1990,Regular Curves and Proper Parametrizations.,1990
403,issac/Kuchlin91,ISSAC,issac/1991,On the Multi-Threaded Computation of Integral Polynomial Greatest Common Divisors.,1991
404,issac/Hanke07,ISSAC,issac/2007,The isomorphism problem for cyclic algebras and an application.,2007
405,issac/BradfordD02,ISSAC,issac/2002,Towards better simplification of elementary functions.,2002
406,issac/Richardson91,ISSAC,issac/1991,Towards Computing Non Algebraic Cylindrical Decompositions.,1991
407,issac/Eberly00,ISSAC,issac/2000,Black box Frobenius decompositions over small fields.,2000
408,issac/MonaganW17,PASCO@ISSAC,issac/2017pasco,Fast Parallel Multi-point Evaluation of Sparse Polynomials.,2017
409,issac/Fateman89a,ISSAC,issac/1989,"Lookup Tables, Recurrences and Complexity.",1989
410,issac/HenrionND15,ISSAC,issac/2015,Real Root Finding for Rank Defects in Linear Hankel Matrices.,2015
411,issac/Beukers12,ISSAC,issac/2012,A-hypergeometric functions: computational aspects.,2012
412,issac/YunZ86,SYMSAC,issac/1986,A fast carry-free algorithm and hardware design for extended integer GCD computation.,1986
413,issac/JensenSV17,PASCO@ISSAC,issac/2017pasco,Computing Tropical Prevarieties in Parallel.,2017
414,issac/ChenFFL11,ISSAC,issac/2011,On the structure of compatible rational functions.,2011
415,issac/Seymour86,SYMSAC,issac/1986,Conform: a conformal mapping system.,1986
416,issac/Cohn13,ISSAC,issac/2013,Solving equations with size constraints for the solutions.,2013
417,issac/ChanC04,ISSAC,issac/2004,Non-liouvillian solutions for second order Linear ODEs.,2004
418,issac/AbateBRC97,ISSAC,issac/1997,Algorithms and Design for a Second-Order Automatic Differentiation Module.,1997
419,issac/Gemignani01,ISSAC,issac/2001,A generalized Graeffe's iteration for evaluating polynomials and rational functions.,2001
420,issac/Pillwein15,ISSAC,issac/2015,An Introduction to Finite Element Methods.,2015
421,issac/TrevisanW91,ISSAC,issac/1991,Practical Factorization of Univariate Polynomials over Finite Fields.,1991
422,issac/LiGID97,ISSAC,issac/1997,The Minimised Geometric Buchberger Algorithm: An Optimal Algebraic Algorithm for Integer Programming.,1997
423,issac/BostanCSL12,ISSAC,issac/2012,Fast computation of common left multiples of linear ordinary differential operators.,2012
424,issac/BethGM91,ISSAC,issac/1991,Finding (good) Normal Bases in Finite Fields.,1991
425,issac/Wang92,ISSAC,issac/1992,Parallel Univariate ,1992
426,issac/HoffmannL18,ISSAC,issac/2018,Constructive Arithmetics in Ore Localizations with Enough Commutativity.,2018
427,issac/Gatermann91,ISSAC,issac/1991,Mixed Symbolic-Numeric Solution of Symmetrical Nonlinear Systems.,1991
428,issac/KaltofenM03,ISSAC,issac/2003,On approximate irreducibility of polynomials in several variables.,2003
429,issac/MorozS16,ISSAC,issac/2016,A Fast Algorithm for Computing the Truncated Resultant.,2016
430,issac/Fateman76,SYMSACC,issac/1976,"The MACSYMA ""big-floating-point"" arithmetic system.",1976
431,issac/KarmarkarL96,ISSAC,issac/1996,Approximate Polynomial Greatest Common Divisors and Nearest Singular Polynomials.,1996
432,issac/Volcheck97,ISSAC,issac/1997,On Computing the Dual of a Plane Algebraic Curve.,1997
433,issac/Sedjelmaci01,ISSAC,issac/2001,On a parallel Lehmer-Euclid GCD algorithm.,2001
434,issac/KobayashiMH88,ISSAC,issac/1988,Solving Systems of Algebraic Equations.,1988
435,issac/Mignotte81,SYMSACC,issac/1981,Some inequalities about univariate polynomials.,1981
436,issac/BachmannWZ94,ISSAC,issac/1994,Chains of Recurrences - a Method to Expedite the Evaluation of Closed-form Functions.,1994
437,issac/AbramovH99,ISSAC,issac/1999,Desingularization of Linear Difference Operators with Polynomial Coefficients.,1999
438,issac/RomeroER09,ISSAC,issac/2009,Interoperating between computer algebra systems: computing homology of groups with kenzo and GAP.,2009
439,issac/DolzmannGS98,ISSAC,issac/1998,Approaches to Parallel Quantifier Elimination.,1998
440,issac/YokoyamaLN95,ISSAC,issac/1995,Finding Roots of Unity Among Quotients of the Roots of an Integral Polynomial.,1995
441,issac/MevissenYT09,ISSAC,issac/2009,Solutions of polynomial systems derived from the steady cavity flow problem.,2009
442,issac/Richardson95,ISSAC,issac/1995,A Simplified Method of Recognizing Zero Among Elementary Constants.,1995
443,issac/Lella12,ISSAC,issac/2012,An efficient implementation of the algorithm computing the Borel-fixed points of a Hilbert scheme.,2012
444,issac/LintonHKZTHR10,ISSAC,issac/2010,Easy composition of symbolic computation software: a new lingua franca for symbolic computation.,2010
445,issac/Neiger16,ISSAC,issac/2016,Fast Computation of Shifted Popov Forms of Polynomial Matrices via Systems of Modular Polynomial Equations.,2016
446,issac/MelczerS16,ISSAC,issac/2016,Symbolic-Numeric Tools for Analytic Combinatorics in Several Variables.,2016
447,issac/Thummel96,ISSAC,issac/1996,Computing Character Tables of ,1996
448,issac/KaltofenMS81,SYMSACC,issac/1981,A generalized class of polynomials that are hard to factor.,1981
449,issac/Grigoriev90a,ISSAC,issac/1990,Complexity of Irreducibility Testing for a System of Linear Ordinary Differential Equations.,1990
450,issac/Encarnacion97a,ISSAC,issac/1997,The Average Number of Modular Factors in Trager's Polynomial Factorization Algorithm.,1997
451,issac/Cannon76a,SYMSACC,issac/1976,A draft description of the group theory language Cayley.,1976
452,issac/BeaumontBDP04,ISSAC,issac/2004,A poly-algorithmic approach to simplifying elementary functions.,2004
453,issac/SturmT11,ISSAC,issac/2011,Verification and synthesis using real quantifier elimination.,2011
454,issac/Ziegler14,ISSAC,issac/2014,Tame decompositions and collisions.,2014
455,issac/Strzebonski10,ISSAC,issac/2010,Computation with semialgebraic sets represented by cylindrical algebraic formulas.,2010
456,issac/Encarnacion94,ISSAC,issac/1994,On a Modular Algorithm for Computing GCDs of Polynomials over Algebraic Number Fields.,1994
457,issac/GodlevskyD93,ISSAC,issac/1993,Parallelizing Programs with APs.,1993
458,issac/BostanSCSL12,ISSAC,issac/2012,Power series solutions of singular (q)-differential equations.,2012
459,issac/YangF04,ISSAC,issac/2004,Extracting mathematical expressions from postscript documents.,2004
460,issac/Hoeven03,ISSAC,issac/2003,Relaxed mltiplication using the middle product.,2003
461,issac/HoevenL13,ISSAC,issac/2013,Interfacing mathemagix with C++.,2013
462,issac/HanDX14,ISSAC,issac/2014,Constructing fewer open cells by GCD computation in CAD projection.,2014
463,issac/AguirreJL01,ISSAC,issac/2001,Generic ideals and Moreno-SocÃ­as conjucture.,2001
464,issac/Burger14,ISSAC,issac/2014,Solving higher order linear differential equations having elliptic function coefficients.,2014
465,issac/Villard18,ISSAC,issac/2018,On Computing the Resultant of Generic Bivariate Polynomials.,2018
466,issac/Juozapavicius88,ISSAC,issac/1988,Symbolic Computation for Witt Rings.,1988
467,issac/BuseD04,ISSAC,issac/2004,Inversion of parameterized hypersurfaces by means of subresultants.,2004
468,issac/SarkarS11,ISSAC,issac/2011,Normalization of row reduced matrices.,2011
469,issac/MonaganN93,ISSAC,issac/1993,GRADIENT: Algorithmic Differentiation in Maple.,1993
470,issac/ChenH15,ISSAC,issac/2015,On Ã¾-adic Expansions of Algebraic Integers.,2015
471,issac/Pan89,ISSAC,issac/1989,On Some Computations with Dense Structured Matrices.,1989
