key,author
tdhms/LiuT09,Tsung-Yuan Liu
tdhms/LiuT09,Wen-Hsiang Tsai
tdhms/Al-AssamASJ12,Ali Abboud
tdhms/Al-AssamASJ12,Harin Sellahewa
tdhms/Al-AssamASJ12,Hisham Al-Assam
tdhms/Al-AssamASJ12,Sabah Jassim
tdhms/WeirY10,Jonathan Weir
tdhms/WeirY10,WeiQi Yan 0001
tdhms/KraetzerD12,Christian Kraetzer
tdhms/KraetzerD12,Jana Dittmann
tdhms/LiuC15,Fang Liu
tdhms/LiuC15,Lee-Ming Cheng
tdhms/Venturini08,Ilaria Venturini
tdhms/CimatoYW14,Chih-Cheng Wu
tdhms/CimatoYW14,James C. N. Yang
tdhms/CimatoYW14,Stelvio Cimato
tdhms/YamadaEY12,Hiroshi Yoshiura
tdhms/YamadaEY12,Isao Echizen
tdhms/YamadaEY12,Takaaki Yamada
tdhms/XiaZFW15,Bingbing Xia
tdhms/XiaZFW15,Dengguo Feng
tdhms/XiaZFW15,Mingsheng Wang
tdhms/XiaZFW15,Xianfeng Zhao
tdhms/SurRM12,Arijit Sur
tdhms/SurRM12,Jayanta Mukherjee 0001
tdhms/SurRM12,Vignesh Ramanathan
tdhms/MakrushinSV12,Andrey Makrushin
tdhms/MakrushinSV12,Claus Vielhauer
tdhms/MakrushinSV12,Tobias Scheidat
tdhms/FuY14,Bin Yu 0003
tdhms/FuY14,Zhengxin Fu
tdhms/NealE15,Hala ElAarag
tdhms/NealE15,Harrison Neal
tdhms/AycockC15,Daniel Medeiros Nunes de Castro
tdhms/AycockC15,John Aycock
tdhms/XiangK11,Hyoung-Joong Kim
tdhms/XiangK11,Shijun Xiang
tdhms/WeirY10a,Jonathan Weir
tdhms/WeirY10a,WeiQi Yan 0001
tdhms/MetternichWS10,Arnold W. M. Smeulders
tdhms/MetternichWS10,Marcel Worring
tdhms/MetternichWS10,Michael J. Metternich
tdhms/Gloe12,Thomas Gloe
tdhms/ZhaoSA12,Hong Zhao
tdhms/ZhaoSA12,Nirwan Ansari
tdhms/ZhaoSA12,Yun Q. Shi
tdhms/QiQ09,Ji Qi
tdhms/QiQ09,Xiaojun Qi
tdhms/CaoK12,Alex C. Kot
tdhms/CaoK12,Hong Cao
tdhms/JohnsonSLGB15,Aron Laszka
tdhms/JohnsonSLGB15,Benjamin Johnson 0001
tdhms/JohnsonSLGB15,Jens Grossklags
tdhms/JohnsonSLGB15,Pascal Schöttle
tdhms/JohnsonSLGB15,Rainer Böhme
tdhms/SutthiwanSZNS11,Hong Zhao
tdhms/SutthiwanSZNS11,Patchara Sutthiwan
tdhms/SutthiwanSZNS11,Tian-Tsong Ng
tdhms/SutthiwanSZNS11,Wei Su 0001
tdhms/SutthiwanSZNS11,Yun Q. Shi
tdhms/KorzhikISMG08,Ekaterina Gerling
tdhms/KorzhikISMG08,Guillermo Morales-Luna
tdhms/KorzhikISMG08,Hideki Imai
tdhms/KorzhikISMG08,Junji Shikata
tdhms/KorzhikISMG08,Valery I. Korzhik
tdhms/YampolskiyMH14,Jovan David Rebolledo Méndez
tdhms/YampolskiyMH14,Musa Hindi
tdhms/YampolskiyMH14,Roman V. Yampolskiy
tdhms/JamzadK08,Mansour Jamzad
tdhms/JamzadK08,Zahra Zahedi Kermani
tcsb/YuanTPMWS12,Jun Pang 0001
tcsb/YuanTPMWS12,Monique Wiesinger
tcsb/YuanTPMWS12,Panuwat Trairatphisan
tcsb/YuanTPMWS12,Qixia Yuan
tcsb/YuanTPMWS12,Sjouke Mauw
tcsb/YuanTPMWS12,Thomas Sauter
tcsb/AndreiC12,Muffy Calder
tcsb/AndreiC12,Oana Andrei
tcsb/FeytmansNP05,Denis Noble
tcsb/FeytmansNP05,Ernest Feytmans
tcsb/FeytmansNP05,Manuel C. Peitsch
tcsb/ForestieroMPS08,Agostino Forestiero
tcsb/ForestieroMPS08,Carlo Mastroianni
tcsb/ForestieroMPS08,Giandomenico Spezzano
tcsb/ForestieroMPS08,Giuseppe Papuzzo
tcsb/RemyR07,Elisabeth Remy
tcsb/RemyR07,Paul Ruet
tcsb/RuedaBN08,Alioune Ngom
tcsb/RuedaBN08,Ataul Bari
tcsb/RuedaBN08,Luis Rueda
tcsb/PriamiQ05,Corrado Priami
tcsb/PriamiQ05,Paola Quaglia
tcsb/Ciocchetta08,Federica Ciocchetta
tcsb/Chesi09,Graziano Chesi
tcsb/SaffreyMHVYFBW07,Anne Warner
tcsb/SaffreyMHVYFBW07,Anthony Finkelstein
tcsb/SaffreyMHVYFBW07,Ian David Lockhart Bogle
tcsb/SaffreyMHVYFBW07,James Hetherington
tcsb/SaffreyMHVYFBW07,Marta Varela-Rey
tcsb/SaffreyMHVYFBW07,Ofer Margoninski
tcsb/SaffreyMHVYFBW07,Peter Saffrey
tcsb/SaffreyMHVYFBW07,Sachie Yamaji
tcsb/MandoiuPT05,Claudia Prajescu
tcsb/MandoiuPT05,Dragos Trinca
tcsb/MandoiuPT05,Ion I. Mandoiu
tcsb/DassowM09,Jürgen Dassow
tcsb/DassowM09,Victor Mitrana
tcsb/ZhengL05,Wei-Mou Zheng
tcsb/ZhengL05,Xin Liu
tcsb/Ciocchetta09,Federica Ciocchetta
tcsb/ZobeleyLKIK05,Anton Ishmurzin
tcsb/ZobeleyLKIK05,Dirk Lebiedz
tcsb/ZobeleyLKIK05,Julia Kammerer
tcsb/ZobeleyLKIK05,Jürgen Zobeley
tcsb/ZobeleyLKIK05,Ursula Kummer
tcsb/BortolussiP09,Alberto Policriti
tcsb/BortolussiP09,Luca Bortolussi
tcsb/BeyerTLSF10,Antje Beyer
tcsb/BeyerTLSF10,James Scott
tcsb/BeyerTLSF10,Jasmin Fisher
tcsb/BeyerTLSF10,Peter Thomason
tcsb/BeyerTLSF10,Xinzhong Li
tcsb/RadulescuSPCL11,Anne Siegel
tcsb/RadulescuSPCL11,Clément Chatelain 0001
tcsb/RadulescuSPCL11,Elisabeth Pécou
tcsb/RadulescuSPCL11,Ovidiu Radulescu
tcsb/RadulescuSPCL11,Sandrine Lagarrigue
tcsb/XuZ05,Aidong Zhang
tcsb/XuZ05,Xian Xu 0002
tcsb/WangNGR08,Alioune Ngom
tcsb/WangNGR08,Lili Wang
tcsb/WangNGR08,Luis Rueda
tcsb/WangNGR08,Robin Gras
tcsb/DanosFFHK09,Jean Krivine
tcsb/DanosFFHK09,Jérôme Feret
tcsb/DanosFFHK09,Russell Harmer
tcsb/DanosFFHK09,Vincent Danos
tcsb/DanosFFHK09,Walter Fontana
tcsb/WallaceW11,Deborah Wallace
tcsb/WallaceW11,Rodrick Wallace
tcsb/SongSHA05,Il-Yeol Song
tcsb/SongSHA05,Min Song 0001
tcsb/SongSHA05,Robert B. Allen
tcsb/SongSHA05,Xiaohua Hu
tcsb/HakkinenBSYR11,Andre S. Ribeiro
tcsb/HakkinenBSYR11,Antti Häkkinen
tcsb/HakkinenBSYR11,Fred G. Biddle
tcsb/HakkinenBSYR11,Olli Yli-Harja
tcsb/HakkinenBSYR11,Olli-Pekka Smolander
tcsb/DavidBM09,Eduardo R. Mendoza
tcsb/DavidBM09,Johnrob Y. Bantang
tcsb/DavidBM09,Maria Pamela C. David
tcsb/Wallace12,Rodrick Wallace
tcsb/BrimFDS12,David Safránek
tcsb/BrimFDS12,Jana Fabriková
tcsb/BrimFDS12,Lubos Brim
tcsb/BrimFDS12,Sven Drazan
tcsb/LiuSMC05,Chunmei Liu
tcsb/LiuSMC05,Liming Cai
tcsb/LiuSMC05,Russell L. Malmberg
tcsb/LiuSMC05,Yinglei Song
tcsb/GomezAPGJV05,Alfonso Valencia
tcsb/GomezAPGJV05,David de Juan
tcsb/GomezAPGJV05,Florencio Pazos
tcsb/GomezAPGJV05,Manuel Gómez
tcsb/GomezAPGJV05,Osvaldo Graña
tcsb/GomezAPGJV05,Ramón Alonso-Allende
tcsb/AtakanA08,Baris Atakan
tcsb/AtakanA08,Özgür B. Akan
tcsb/JackP09,Andrei Paun
tcsb/JackP09,John Jack
tcsb/BarbutiCMM11,Andrea Maggiolo-Schettini
tcsb/BarbutiCMM11,Giulio Caravagna
tcsb/BarbutiCMM11,Paolo Milazzo
tcsb/BarbutiCMM11,Roberto Barbuti
tcsb/WallaceW08,Deborah Wallace
tcsb/WallaceW08,Rodrick Wallace
tcsb/MeyerSTY08,Christian F. Tschudin
tcsb/MeyerSTY08,Daniel Schreckling
tcsb/MeyerSTY08,Lidia Yamamoto
tcsb/MeyerSTY08,Thomas Meyer 0004
tcsb/WallaceW09,Deborah Wallace
tcsb/WallaceW09,Rodrick Wallace
tcsb/Guerriero09,Maria Luisa Guerriero
tcsb/CalderH09,Jane Hillston
tcsb/CalderH09,Muffy Calder
tcsb/KolliLHPP05,Hui Liu 0008
tcsb/KolliLHPP05,Jieyue He
tcsb/KolliLHPP05,Michelle Hong Pan
tcsb/KolliLHPP05,Vijaya Smitha Kolli
tcsb/KolliLHPP05,Yi Pan 0001
tcsb/Dressler07,Falko Dressler
tcsb/PauleveMR11,Loïc Paulevé
tcsb/PauleveMR11,Morgan Magnin
tcsb/PauleveMR11,Olivier F. Roux
tcsb/CiocchettaDHH10,Andrea Degasperi
tcsb/CiocchettaDHH10,Federica Ciocchetta
tcsb/CiocchettaDHH10,Jane Hillston
tcsb/CiocchettaDHH10,John K. Heath
tcsb/BartocciLMP12,Emanuela Merelli
tcsb/BartocciLMP12,Ezio Bartocci
tcsb/BartocciLMP12,Nicola Paoletti
tcsb/BartocciLMP12,Pietro Liò
tcsb/SegataB08,Enrico Blanzieri
tcsb/SegataB08,Nicola Segata
tcsb/AngiusHW12,Alessio Angius
tcsb/AngiusHW12,András Horváth
tcsb/AngiusHW12,Verena Wolf
tcsb/BlinFRV05,Guillaume Blin
tcsb/BlinFRV05,Guillaume Fertin
tcsb/BlinFRV05,Romeo Rizzi
tcsb/BlinFRV05,Stéphane Vialette
tcsb/LarcherPR10,Alessandro Romanel
tcsb/LarcherPR10,Corrado Priami
tcsb/LarcherPR10,Roberto Larcher
tcsb/UhrmacherDZ05,Adelinde M. Uhrmacher
tcsb/UhrmacherDZ05,Bernard P. Zeigler
tcsb/UhrmacherDZ05,Daniela Degenring
tcsb/DubrovaTT08,Elena Dubrova
tcsb/DubrovaTT08,Hannu Tenhunen
tcsb/DubrovaTT08,Maxim Teslenko
tcsb/SmithW08,Kay C. Wiese
tcsb/SmithW08,Scott F. Smith 0002
tcsb/LoeweGWMGH11,Jane Hillston
tcsb/LoeweGWMGH11,Laurence Loewe
tcsb/LoeweGWMGH11,Maria Luisa Guerriero
tcsb/LoeweGWMGH11,Peter Ghazal
tcsb/LoeweGWMGH11,Steven Watterson
tcsb/LoeweGWMGH11,Stuart L. Moodie
tcsb/Roux-RouquieS05,Magali Roux-Rouquié
tcsb/Roux-RouquieS05,Michel Soto
tcsb/BreitlingDGH10,David R. Gilbert
tcsb/BreitlingDGH10,Monika Heiner
tcsb/BreitlingDGH10,Rainer Breitling
tcsb/BreitlingDGH10,Robin Donaldson
tcsb/MizeraCP12,Andrzej Mizera
tcsb/MizeraCP12,Eugen Czeizler
tcsb/MizeraCP12,Ion Petre
tcsb/ChopraB08,Andreas Bender
tcsb/ChopraB08,Paras Chopra
tcsb/BarbutiMMTT08,Andrea Maggiolo-Schettini
tcsb/BarbutiMMTT08,Angelo Troina
tcsb/BarbutiMMTT08,Paolo Milazzo
tcsb/BarbutiMMTT08,Paolo Tiberi
tcsb/BarbutiMMTT08,Roberto Barbuti
tcsb/PedersenP10,Gordon D. Plotkin
tcsb/PedersenP10,Michael Pedersen
tcsb/LeiD05,Yang Dai
tcsb/LeiD05,Zhengdeng Lei
tcsb/ShenhavSLK05,Ariel Solomon
tcsb/ShenhavSLK05,Barak Shenhav
tcsb/ShenhavSLK05,Doron Lancet
tcsb/ShenhavSLK05,Ran Kafri
tcsb/HeinerLGM09,David R. Gilbert
tcsb/HeinerLGM09,Monika Heiner
tcsb/HeinerLGM09,Sebastian Lehrack
tcsb/HeinerLGM09,Wolfgang Marwan
tcsb/GhoshGBD07,Kalyan Basu
tcsb/GhoshGBD07,Preetam Ghosh
tcsb/GhoshGBD07,Sajal K. Das 0001
tcsb/GhoshGBD07,Samik Ghosh
tcsb/EhrenfeuchtKKR12,Andrzej Ehrenfeucht
tcsb/EhrenfeuchtKKR12,Grzegorz Rozenberg
tcsb/EhrenfeuchtKKR12,Jetty Kleijn
tcsb/EhrenfeuchtKKR12,Maciej Koutny
tcsb/AmanC09,Bogdan Aman
tcsb/AmanC09,Gabriel Ciobanu
tcsb/Priami07,Corrado Priami
tcsb/KuttlerLN10,Cédric Lhoussaine
tcsb/KuttlerLN10,Céline Kuttler
tcsb/KuttlerLN10,Mirabelle Nebut
tcsb/ZhangCS05,Francis Y. L. Chin
tcsb/ZhangCS05,Hong Shen 0001
tcsb/ZhangCS05,Qiangfeng Zhang
tcsb/CoppoDDGGT11,Angelo Troina
tcsb/CoppoDDGGT11,Elena Grassi
tcsb/CoppoDDGGT11,Ferruccio Damiani
tcsb/CoppoDDGGT11,Mario Coppo
tcsb/CoppoDDGGT11,Maurizio Drocco
tcsb/CoppoDDGGT11,Mike Guether
tcsb/VersariZ12,Cristian Versari
tcsb/VersariZ12,Gianluigi Zavattaro
tcsb/AnalouiJ07,Morteza Analoui
tcsb/AnalouiJ07,Shahram Jamali
tcsb/NakhlehW05,Li-San Wang
tcsb/NakhlehW05,Luay Nakhleh
tcsb/GoldsteinW11,Gabriel A. Wainer
tcsb/GoldsteinW11,Rhys Goldstein
tcsb/JohnLNU10,Adelinde M. Uhrmacher
tcsb/JohnLNU10,Cédric Lhoussaine
tcsb/JohnLNU10,Joachim Niehren
tcsb/JohnLNU10,Mathias John
trs/PolkowskiS10,Lech Polkowski
trs/PolkowskiS10,Maria Semeniuk-Polkowska
trs/StrakowskiR08,Henryk Rybinski
trs/StrakowskiR08,Tomasz Strakowski
trs/Ramanna10,Sheela Ramanna
trs/MaciochaK09,Agnieszka Maciocha
trs/MaciochaK09,Jerzy Kisielnicki
trs/YaoF13,Rong Fu
trs/YaoF13,Yiyu Yao
trs/Janicki11,Ryszard Janicki
trs/MajiP08,Pradipta Maji
trs/MajiP08,Sankar K. Pal
trs/SurajG08,Piotr Grochowalski
trs/SurajG08,Zbigniew Suraj
trs/YamaguchiMLN10,Atsuo Murata
trs/YamaguchiMLN10,Daisuke Yamaguchi
trs/YamaguchiMLN10,GuoDong Li
trs/YamaguchiMLN10,Masatake Nagai
trs/Pancerz15,Krzysztof Pancerz
trs/Janusz12,Andrzej Janusz
trs/VirginiaN15,Gloria Virginia
trs/VirginiaN15,Hung Son Nguyen
trs/ChenLLHK08,D. Marc Kilgour
trs/ChenLLHK08,Jason K. Levy
trs/ChenLLHK08,Keith W. Hipel
trs/ChenLLHK08,Kevin W. Li
trs/ChenLLHK08,Ye Chen
trs/HanP08,James F. Peters
trs/HanP08,Liting Han
trs/SinghZR14,Kavita R. Singh
trs/SinghZR14,Mukesh A. Zaveri
trs/SinghZR14,Mukesh M. Raghuwanshi
trs/MarekT08,Miroslaw Truszczynski
trs/MarekT08,Victor W. Marek
trs/MoshkovSS08,Andrzej Skowron
trs/MoshkovSS08,Mikhail Ju. Moshkov
trs/MoshkovSS08,Zbigniew Suraj
trs/YueM09,Duoqian Miao
trs/YueM09,Xiaodong Yue
trs/OrlowskaR08,Ewa Orlowska
trs/OrlowskaR08,Ingrid Rewitzky
trs/Wolski13,Marcin Wolski
trs/KostekWS08,Bozena Kostek
trs/KostekWS08,Jaroslaw Wójcik
trs/KostekWS08,Piotr Szczuko
trs/MitraMC08,Bidyut Baran Chaudhuri
trs/MitraMC08,Mandar Mitra
trs/MitraMC08,Sucharita Mitra
trs/Jaworski11,Wojciech Jaworski
trs/WuM11,Ju-Sheng Mi
trs/WuM11,Wei-Zhi Wu
trs/Mani19,A. Mani
trs/MarekS14,Andrzej Skowron
trs/MarekS14,Victor W. Marek
trs/SunMZ10,Duoqian Miao
trs/SunMZ10,Hongyun Zhang
trs/SunMZ10,Lijun Sun
trs/ChanT11,Chien-Chung Chan
trs/ChanT11,Gwo-Hshiung Tzeng
trs/Szczuka11,Marcin S. Szczuka
trs/XuS10,Jiucheng Xu
trs/XuS10,Lin Sun 0002
trs/MoshkovSS10,Andrzej Skowron
trs/MoshkovSS10,Mikhail Moshkov
trs/MoshkovSS10,Zbigniew Suraj
trs/Pal10,Sankar K. Pal
trs/El-MonsefAM12,Emad A. Marei
trs/El-MonsefAM12,Hassan M. Abu-Donia
trs/El-MonsefAM12,Mohamed E. Abd El-Monsef
trs/YuWL11,Fakuan Lan
trs/YuWL11,Guoyin Wang
trs/YuWL11,Hong Yu
trs/KryszkiewiczL08,Marzena Kryszkiewicz
trs/KryszkiewiczL08,Piotr Lasek
trs/Wojnarski08,Marcin Wojnarski
trs/Wolski09,Marcin Wolski
trs/MichalakS08,Marcin Michalak
trs/MichalakS08,Marek Sikora
trs/HeptingSS11,Daryl H. Hepting
trs/HeptingSS11,Dominik Slezak
trs/HeptingSS11,Richard Spring
trs/Pulawski11,Lukasz Pulawski
trs/SamantaC11,Mihir K. Chakraborty
trs/SamantaC11,Pulak Samanta
trs/Gopaulsingh19,Alexa Gopaulsingh
trs/WuX13,Wei-Zhi Wu
trs/WuX13,You-Hong Xu
trs/AzadMZ16,Beata Zielosko
trs/AzadMZ16,Mikhail Ju. Moshkov
trs/AzadMZ16,Mohammad Azad
trs/Revett08,Kenneth Revett
trs/Pagliani16,Piero Pagliani
trs/BediC11,Punam Bedi
trs/BediC11,Suruchi Chawla
trs/SamantaC15,Mihir Kumar Chakraborty
trs/SamantaC15,Pulak Samanta
trs/GunjiH10,Taichi Haruna
trs/GunjiH10,Yukio-Pegio Gunji
trs/ZwanSKC08,Andrzej Czyzewski
trs/ZwanSKC08,Bozena Kostek
trs/ZwanSKC08,Pawel Zwan
trs/ZwanSKC08,Piotr Szczuko
trs/Henry12,Christopher J. Henry
trs/MoshkovPZ08a,Beata Zielosko
trs/MoshkovPZ08a,Marcin Piliszczuk
trs/MoshkovPZ08a,Mikhail Ju. Moshkov
trs/Sikora10,Marek Sikora
trs/HenryS14,Christopher J. Henry
trs/HenryS14,Garrett Smith
trs/KhanB10,Md. Aquil Khan
trs/KhanB10,Mohua Banerjee
trs/OsmiaiowskiP10,Lech Polkowski
trs/OsmiaiowskiP10,Pawei Osmiaiowski
trs/Wolski08a,Marcin Wolski
trs/LiuLL14,Decui Liang
trs/LiuLL14,Dun Liu
trs/LiuLL14,Tianrui Li
trs/AzadCMZ15,Beata Zielosko
trs/AzadCMZ15,Igor Chikalov
trs/AzadCMZ15,Mikhail Ju. Moshkov
trs/AzadCMZ15,Mohammad Azad
trs/AnarakiSBE16,Javad Rahimipour Anaraki
trs/AnarakiSBE16,Mahdi Eftekhari
trs/AnarakiSBE16,Saeed Samet
trs/AnarakiSBE16,Wolfgang Banzhaf
trs/Csajbok13,Zoltán Csajbók
trs/Ziarko08,Wojciech Ziarko
trs/JuYDS14,Hengrong Ju
trs/JuYDS14,Huili Dou
trs/JuYDS14,Jingjing Song
trs/JuYDS14,Xibei Yang
trs/StrakowskiR10,Henryk Rybinski
trs/StrakowskiR10,Tomasz Strakowski
trs/SakaiIKN08,Hiroshi Sakai
trs/SakaiIKN08,Kazuhiro Koba
trs/SakaiIKN08,Michinori Nakata
trs/SakaiIKN08,Ryuji Ishibashi
trs/Gomolinska08,Anna Gomolinska
trs/Gomolinska09,Anna Gomolinska
trs/MalyszkoS11,Dariusz Malyszko
trs/MalyszkoS11,Jaroslaw Stepaniuk
trs/TianZK11,David Tian
trs/TianZK11,John A. Keane
trs/TianZK11,Xiao-Jun Zeng
trs/FanLL15,Churn-Jung Liau
trs/FanLL15,Duen-Ren Liu
trs/FanLL15,Tuan-Fang Fan
trs/YinDG11,Günther Gediga
trs/YinDG11,Ivo Düntsch
trs/YinDG11,Xiang Yin
trs/GedigaD14,Günther Gediga
trs/GedigaD14,Ivo Düntsch
trs/Polkowski19a,Lech Polkowski
trs/CattaneoC09,Davide Ciucci
trs/CattaneoC09,Gianpiero Cattaneo
trs/WasilewskiPR11,James F. Peters
trs/WasilewskiPR11,Piotr Wasilewski
trs/WasilewskiPR11,Sheela Ramanna
trs/Mani12,A. Mani
trs/Zielosko15,Beata Zielosko
trs/PatraN11,Bidyut Kr. Patra
trs/PatraN11,Sukumar Nandi
trs/PodsiadloR14,Henryk Rybinski
trs/PodsiadloR14,Mariusz Podsiadlo
trs/Grzymala-Busse13,Jerzy W. Grzymala-Busse
trs/WojnaL19,Arkadiusz Wojna
trs/WojnaL19,Rafal Latkowski
trs/SamantaC08,Mihir K. Chakraborty
trs/SamantaC08,Pulak Samanta
trs/SzczukaJ13,Andrzej Janusz
trs/SzczukaJ13,Marcin S. Szczuka
trs/MazumdarMM10,Debasis Mazumdar
trs/MazumdarMM10,Soma Mitra
trs/MazumdarMM10,Sushmita Mitra
trs/DuntschG15,Günther Gediga
trs/DuntschG15,Ivo Düntsch
trs/Gomolinska10,Anna Gomolinska
trs/DelimataMMPSS10,Andrzej Skowron
trs/DelimataMMPSS10,Barbara Marszal-Paszek
trs/DelimataMMPSS10,Mikhail Moshkov
trs/DelimataMMPSS10,Pawel Delimata
trs/DelimataMMPSS10,Piotr Paszek
trs/DelimataMMPSS10,Zbigniew Suraj
trs/Cyran08,Krzysztof A. Cyran
trs/PolkowskiA08,Lech Polkowski
trs/PolkowskiA08,Piotr Artiemjew
trs/GanterM11,Bernhard Ganter
trs/GanterM11,Christian Meschke
trs/Terlecki10,Pawel Terlecki
trs/PuriK11,Charu Puri
trs/PuriK11,Naveen Kumar 0001
trs/Grzymala-Busse10,Jerzy W. Grzymala-Busse
trs/LiuSZ08,Huawen Liu
trs/LiuSZ08,Huijie Zhang
trs/LiuSZ08,Jigui Sun
trs/TsangZ10,Eric C. C. Tsang
trs/TsangZ10,Suyun Zhao
trs/PolkowskiA08a,Lech Polkowski
trs/PolkowskiA08a,Piotr Artiemjew
trs/WangZHYHHSLSASCLQZXMMWWD08,Dongyi Ye
trs/WangZHYHHSLSASCLQZXMMWWD08,Duoqian Miao
trs/WangZHYHHSLSASCLQZXMMWWD08,Fan Min
trs/WangZHYHHSLSASCLQZXMMWWD08,Guoyin Wang
trs/WangZHYHHSLSASCLQZXMMWWD08,Houkuan Huang
trs/WangZHYHHSLSASCLQZXMMWWD08,Huanglin Zeng
trs/WangZHYHHSLSASCLQZXMMWWD08,Jianhua Dai
trs/WangZHYHHSLSASCLQZXMMWWD08,Jiye Liang
trs/WangZHYHHSLSASCLQZXMMWWD08,Keming Xie
trs/WangZHYHHSLSASCLQZXMMWWD08,Keyun Qin
trs/WangZHYHHSLSASCLQZXMMWWD08,Lin Shang
trs/WangZHYHHSLSASCLQZXMMWWD08,Liping An
trs/WangZHYHHSLSASCLQZXMMWWD08,Qinghua Hu
trs/WangZHYHHSLSASCLQZXMMWWD08,Qinghua Zhang
trs/WangZHYHHSLSASCLQZXMMWWD08,Shanben Chen
trs/WangZHYHHSLSASCLQZXMMWWD08,Wei-Zhi Wu
trs/WangZHYHHSLSASCLQZXMMWWD08,Xuegang Hu
trs/WangZHYHHSLSASCLQZXMMWWD08,Ying Sai
trs/WangZHYHHSLSASCLQZXMMWWD08,Yongli Li
trs/WangZHYHHSLSASCLQZXMMWWD08,Zhaocong Wu
trs/WangZHYHHSLSASCLQZXMMWWD08,Zhongzhi Shi
trs/ZhaoWY11,S. K. Michael Wong
trs/ZhaoWY11,Yan Zhao 0001
trs/ZhaoWY11,Yiyu Yao
trs/NagarajanU11,D. Umadevi
trs/NagarajanU11,E. K. R. Nagarajan
trs/GirishJ11,K. P. Girish
trs/GirishJ11,Sunil Jacob John
trs/BazanBPBSD15,Barbara Sokolowska
trs/BazanBPBSD15,Jan G. Bazan
trs/BazanBPBSD15,Przemyslaw Wiktor Pardel
trs/BazanBPBSD15,Stanislawa Bazan-Socha
trs/BazanBPBSD15,Sylwia Buregwa-Czuma
trs/BazanBPBSD15,Sylwia Dziedzina
trs/PrasadR14,C. Raghavendra Rao 0001
trs/PrasadR14,P. S. V. S. Sai Prasad
trs/Wolski08,Marcin Wolski
trs/KobylinskiW11,Krzysztof Walczak 0002
trs/KobylinskiW11,Lukasz Kobylinski
trs/GrecoMS10,Benedetto Matarazzo
trs/GrecoMS10,Roman Slowinski
trs/GrecoMS10,Salvatore Greco
trs/YuH19,Christopher J. Henry
trs/YuH19,Jiajie Yu
trs/JiaS14,Lin Shang
trs/JiaS14,Xiuyi Jia
trs/TrabelsiEL11,Pawan Lingras
trs/TrabelsiEL11,Salsabil Trabelsi
trs/TrabelsiEL11,Zied Elouedi
trs/EklundG08,María Ángeles Galán García
trs/EklundG08,Patrik Eklund
trs/YaoZWH08,Jue Wang 0004
trs/YaoZWH08,Suqing Han
trs/YaoZWH08,Yan Zhao 0001
trs/YaoZWH08,Yiyu Yao
trs/BonikowskiW08,Urszula Wybraniec-Skardowska
trs/BonikowskiW08,Zbigniew Bonikowski
trs/Sosnowski19,Lukasz Sosnowski
trs/XuWW14,Guoyin Wang
trs/XuWW14,Wei-Zhi Wu
trs/XuWW14,You-Hong Xu
trs/JensenC11,Chris Cornelis
trs/JensenC11,Richard Jensen
trs/HenryR13,Christopher J. Henry
trs/HenryR13,Sheela Ramanna
trs/AbeT11,Hidenao Abe
trs/AbeT11,Shusaku Tsumoto
trs/Bazan08,Jan G. Bazan
trs/Nguyen08,Tuan Trung Nguyen
trs/BunderBC08,Martin W. Bunder
trs/BunderBC08,Mihir K. Chakraborty
trs/BunderBC08,Mohua Banerjee
trs/NguyenN15,Hung Son Nguyen
trs/NguyenN15,Long Giang Nguyen
trs/Jaworski08,Wojciech Jaworski
trs/CiucciD14,Davide Ciucci
trs/CiucciD14,Didier Dubois
trs/Khan16,Md. Aquil Khan
trs/BianucciC09,Daniela Bianucci
trs/BianucciC09,Gianpiero Cattaneo
trs/PetersLW08,Georg Peters
trs/PetersLW08,Martin Lampart
trs/PetersLW08,Richard Weber
trs/LiuMZZ14,Fan Min
trs/LiuMZZ14,Hong Zhao
trs/LiuMZZ14,Jiabin Liu
trs/LiuMZZ14,William Zhu
trs/Szczech09,Izabela Szczech
trs/Mani08,A. Mani
trs/Kundu15,Pradip Kundu
trs/Cyran10,Krzysztof A. Cyran
trs/LeJ08,Dai Tri Man Le
trs/LeJ08,Ryszard Janicki
trs/Mani16,A. Mani
trs/Polkowski19,Lech Polkowski
trs/Wakulicz-DejaN08,Agnieszka Nowak
trs/Wakulicz-DejaN08,Alicja Wakulicz-Deja
trs/Grzymala-BusseR08,Jerzy W. Grzymala-Busse
trs/Grzymala-BusseR08,Wojciech Rzasa
trs/SahaMP10,C. A. Murthy
trs/SahaMP10,Sankar K. Pal
trs/SahaMP10,Suman Saha
trs/MoshkovPZ08,Beata Zielosko
trs/MoshkovPZ08,Marcin Piliszczuk
trs/MoshkovPZ08,Mikhail Ju. Moshkov
trs/ElhadiZ08,Mohamed T. Elhadi
trs/ElhadiZ08,Wojciech Ziarko
trs/Grzymala-BusseR10,Jerzy W. Grzymala-Busse
trs/Grzymala-BusseR10,Wojciech Rzasa
trs/Przybyszewski08,Andrzej W. Przybyszewski
trs/LiL13,Fan Li
trs/LiL13,Qihe Liu
trs/KuzelewskaS08,Jaroslaw Stepaniuk
trs/KuzelewskaS08,Urszula Kuzelewska
trs/Jiao11,Na Jiao
trs/PuzioP13,James F. Peters
trs/PuzioP13,Leszek Puzio
trs/Janusz14,Andrzej Janusz
trs/BlaszczynskiSS10,Jerzy Blaszczynski
trs/BlaszczynskiSS10,Jerzy Stefanowski
trs/BlaszczynskiSS10,Roman Slowinski
