key,title,year,crossref
tcsb/UhrmacherDZ05,Discrete Event Multi-level Models for Systems Biology.,2005,tcsb/2005-1
tcsb/DubrovaTT08,A Computational Scheme Based on Random Boolean Networks.,2008,tcsb/2008-10
tcsb/SmithW08,Integrating Thermodynamic and Observed-Frequency Data for Non-coding RNA Gene Search.,2008,tcsb/2008-10
tcsb/LoeweGWMGH11,Translation from the Quantified Implicit Process Flow Abstraction in SBGN-PD Diagrams to Bio-PEPA Illustrated on the Cholesterol Pathway.,2011,tcsb/2011-13
tcsb/Roux-RouquieS05,Virtualization in Systems Biology: Metamodels and Modeling Languages for Semantic Data Integration.,2005,tcsb/2005-1
tcsb/BreitlingDGH10,Biomodel Engineering - From Structure to Behavior.,2010,tcsb/2010-12
tcsb/MizeraCP12,Self-assembly Models of Variable Resolution.,2012,tcsb/2012-14
tcsb/ChopraB08,A Quantitative ,2008,tcsb/2008-9
tcsb/BarbutiMMTT08,Stochastic Calculus of Looping Sequences for the Modelling and Simulation of Cellular Pathways.,2008,tcsb/2008-9
tcsb/PedersenP10,A Language for Biochemical Systems: Design and Formal Specification.,2010,tcsb/2010-12
tcsb/LeiD05,A Class of New Kernels Based on High-Scored Pairs of k-Peptides for SVMs and Its Application for Prediction of Protein Subcellular Localization.,2005,tcsb/2005-2
tcsb/ShenhavSLK05,Early Systems Biology and Prebiotic Networks.,2005,tcsb/2005-1
tcsb/HeinerLGM09,Extended Stochastic Petri Nets for Model-Based Design of Wetlab Experiments.,2009,tcsb/2009-11
tcsb/GhoshGBD07,A Computationally Fast and Parametric Model to Estimate Protein-Ligand Docking Time for Stochastic Event Based Simulation.,2007,tcsb/2007-8
tcsb/EhrenfeuchtKKR12,Minimal Reaction Systems.,2012,tcsb/2012-14
tcsb/AmanC09,"Simple, Enhanced and Mutual Mobile Membranes.",2009,tcsb/2009-11
tcsb/Priami07,Computational Thinking in Biology.,2007,tcsb/2007-8
tcsb/KuttlerLN10,Rule-Based Modeling of Transcriptional Attenuation at the Tryptophan Operon.,2010,tcsb/2010-12
tcsb/ZhangCS05,Minimum Parent-Offspring Recombination Haplotype Inference in Pedigrees.,2005,tcsb/2005-2
tcsb/CoppoDDGGT11,Modelling Ammonium Transporters in Arbuscular Mycorrhiza Symbiosis.,2011,tcsb/2011-13
tcsb/VersariZ12,Complex Functional Rates in Rule-Based Languages for Biochemistry.,2012,tcsb/2012-14
tcsb/AnalouiJ07,Equation-Based Congestion Control in the Internet Biologic Environment.,2007,tcsb/2007-8
tcsb/NakhlehW05,Phylogenetic Networks: Properties and Relationship to Trees and Clusters.,2005,tcsb/2005-2
tcsb/GoldsteinW11,Impulse-Based Dynamic Simulation of Deformable Biological Structures.,2011,tcsb/2011-13
tcsb/JohnLNU10,The Attributed Pi-Calculus with Priorities.,2010,tcsb/2010-12
trs/PolkowskiS10,Granular Rough Mereological Logics with Applications to Dependencies in Information and Decision Systems.,2010,trs/2010-12
trs/StrakowskiR08,A New Approach to Distributed Algorithms for Reduct Calculation.,2008,trs/2008-9
trs/Ramanna10,Perceptually Near Pawlak Partitions.,2010,trs/2010-12
trs/MaciochaK09,Intangible Assets in a Polish Telecommunication Sector - Rough Sets Approach.,2009,trs/2009-10
trs/YaoF13,The Concept of Reducts in Pawlak Three-Step Rough Set Analysis.,2013,trs/2013-16
trs/Janicki11,Approximations of Arbitrary Binary Relations by Partial Orders: Classical and Rough Set Models.,2011,trs/2011-13
trs/MajiP08,Maximum Class Separability for Rough-Fuzzy C-Means Based Brain MR Image Segmentation.,2008,trs/2008-9
trs/SurajG08,The Rough Set Database System.,2008,trs/2008-8
trs/YamaguchiMLN10,Rough Set Approximations in Formal Concept Analysis.,2010,trs/2010-12
trs/Pancerz15,Toward Qualitative Assessment of Rough Sets in Terms of Decision Attribute Values in Simple Decision Systems over Ontological Graphs.,2015,trs/2015-19
trs/Janusz12,Dynamic Rule-Based Similarity Model for DNA Microarray Data.,2012,trs/2012-15
trs/VirginiaN15,A Semantic Text Retrieval for Indonesian Using Tolerance Rough Sets Models.,2015,trs/2015-19
trs/ChenLLHK08,A Rough Set Approach to Multiple Criteria ABC Analysis.,2008,trs/2008-8
trs/HanP08,Rough Neural Fault Classification of Power System Signals.,2008,trs/2008-8
trs/SinghZR14,A Rough Neurocomputing Approach for Illumination Invariant Face Recognition System.,2014,trs/2014-18
trs/MarekT08,Approximation Schemes in Logic and Artificial Intelligence.,2008,trs/2008-9
trs/MoshkovSS08,Extracting Relevant Information about Reduct Sets from Data Tables.,2008,trs/2008-9
trs/YueM09,Rough Geometry and Its Applications in Character Recognition.,2009,trs/2009-10
trs/OrlowskaR08,"Context Algebras, Context Frames, and Their Discrete Duality.",2008,trs/2008-9
trs/Wolski13,Granular Computing: Topological and Categorical Aspects of Near and Rough Set Approaches to Granulation of Knowledge.,2013,trs/2013-16
trs/KostekWS08,Automatic Rhythm Retrieval from Musical Files.,2008,trs/2008-9
trs/MitraMC08,A Rough Set Based Approach for ECG Classification.,2008,trs/2008-9
trs/Jaworski11,Hybridization of Rough Sets and Statistical Learning Theory.,2011,trs/2011-13
trs/WuM11,Some Mathematical Structures of Generalized Rough Sets in Infinite Universes of Discourse.,2011,trs/2011-13
trs/Mani19,"Dialectical Rough Sets, Parthood and Figures of Opposition-I.",2019,trs/2019-21
trs/MarekS14,Rough Sets and Matroids.,2014,trs/2014-17
trs/SunMZ10,Gene Selection and Cancer Classification: A Rough Sets Based Approach.,2010,trs/2010-12
trs/ChanT11,Bit-Vector Representation of Dominance-Based Approximation Space.,2011,trs/2011-13
trs/Szczuka11,Risk Assessment in Granular Environments.,2011,trs/2011-13
trs/XuS10,A New Knowledge Reduction Algorithm Based on Decision Power in Rough Set.,2010,trs/2010-12
trs/MoshkovSS10,Irreducible Descriptive Sets of Attributes for Information Systems.,2010,trs/2010-11
trs/Pal10,"Computational Theory Perception (CTP), Rough-Fuzzy Uncertainty Analysis and Mining in Bioinformatics and Web Intelligence: A Unified Framework.",2010,trs/2010-11
trs/El-MonsefAM12,Multi-valued Approach to Near Set Theory.,2012,trs/2012-15
trs/YuWL11,Solving the Attribute Reduction Problem with Ant Colony Optimization.,2011,trs/2011-13
trs/KryszkiewiczL08,FUN: Fast Discovery of Minimal Sets of Attributes Functionally Determining a Decision Attribute.,2008,trs/2008-9
trs/Wojnarski08,Debellor: A Data Mining Platform with Stream Architecture.,2008,trs/2008-9
trs/Wolski09,"Rough Set Theory: Ontological Systems, Entailment Relations and Approximation Operators.",2009,trs/2009-10
trs/MichalakS08,Decision Rule Based Data Models Using NetTRS System Overview.,2008,trs/2008-9
trs/HeptingSS11,A Rough Set Exploration of Facial Similarity Judgements.,2011,trs/2011-14
trs/Pulawski11,Software Defect Prediction Based on Source Code Metrics Time Series.,2011,trs/2011-13
trs/SamantaC11,Generalized Rough Sets and Implication Lattices.,2011,trs/2011-14
trs/Gopaulsingh19,Double Successive Rough Set Approximations.,2019,trs/2019-21
trs/WuX13,On Fuzzy Topological Structures of Rough Fuzzy Sets.,2013,trs/2013-16
trs/AzadMZ16,Greedy Algorithm for the Construction of Approximate Decision Rules for Decision Tables with Many-Valued Decisions.,2016,trs/2016-20
trs/Revett08,Diagnostic Feature Analysis of a Dobutamine Stress Echocardiography Dataset Using Rough Sets.,2008,trs/2008-9
trs/Pagliani16,Covering Rough Sets and Formal Topology - A Uniform Approach Through Intensional and Extensional Constructors.,2016,trs/2016-20
trs/BediC11,High Scent Web Page Recommendations Using Fuzzy Rough Set Attribute Reduction.,2011,trs/2011-14
trs/SamantaC15,Interface of Rough Set Systems and Modal Logics: A Survey.,2015,trs/2015-19
trs/GunjiH10,A Non-boolean Lattice Derived by Double Indiscernibility.,2010,trs/2010-12
trs/ZwanSKC08,Automatic Singing Voice Recognition Employing Neural Networks and Rough Sets.,2008,trs/2008-9
trs/Henry12,"Perceptual Indiscernibility, Rough Sets, Descriptively Near Sets, and Image Analysis.",2012,trs/2012-15
trs/MoshkovPZ08a,Universal Problem of Attribute Reduction.,2008,trs/2008-9
trs/Sikora10,Decision Rule-Based Data Models Using TRS and NetTRS - Methods and Algorithms.,2010,trs/2010-11
trs/HenryS14,Proximity System: A Description-Based System for Quantifying the Nearness or Apartness of Visual Rough Sets.,2014,trs/2014-17
trs/KhanB10,A Study of Multiple-Source Approximation Systems.,2010,trs/2010-12
trs/OsmiaiowskiP10,Spatial Reasoning Based on Rough Mereology: A Notion of a Robot Formation and Path Planning Problem for Formations of Mobile Autonomous Robots.,2010,trs/2010-12
trs/Wolski08a,Category-Based Inductive Reasoning: Rough Set Theoretic Approach.,2008,trs/2008-9
trs/LiuLL14,Three-Way Decisions in Stochastic Decision-Theoretic Rough Sets.,2014,trs/2014-18
trs/AzadCMZ15,Three Approaches to Deal with Tests for Inconsistent Decision Tables - Comparative Study.,2015,trs/2015-19
trs/AnarakiSBE16,A New Fuzzy-Rough Hybrid Merit to Feature Selection.,2016,trs/2016-20
trs/Csajbok13,Approximation of Sets Based on Partial Covering.,2013,trs/2013-16
trs/Ziarko08,Probabilistic Dependencies in Linear Hierarchies of Decision Tables.,2008,trs/2008-9
trs/JuYDS14,Variable Precision Multigranulation Rough Set and Attributes Reduction.,2014,trs/2014-18
trs/StrakowskiR10,A Distributed Decision Rules Calculation Using Apriori Algorithm.,2010,trs/2010-11
trs/SakaiIKN08,Rules and Apriori Algorithm in Non-deterministic Information Systems.,2008,trs/2008-9
trs/Gomolinska08,On Certain Rough Inclusion Functions.,2008,trs/2008-9
trs/Gomolinska09,Rough Approximation Based on Weak q-RIFs.,2009,trs/2009-10
trs/MalyszkoS11,Rough Entropy Hierarchical Agglomerative Clustering in Image Segmentation.,2011,trs/2011-13
trs/TianZK11,Core-Generating Discretization for Rough Set Feature Selection.,2011,trs/2011-13
trs/FanLL15,A Uniform Framework for Rough Approximations Based on Generalized Quantifiers.,2015,trs/2015-19
trs/YinDG11,Quadtree Representation and Compression of Spatial Data.,2011,trs/2011-13
trs/GedigaD14,Standard Errors of Indices in Rough Set Data Analysis.,2014,trs/2014-17
trs/Polkowski19a,A Logic for Spatial Reasoning in the Framework of Rough Mereology.,2019,trs/2019-21
trs/CattaneoC09,Lattices with Interior and Closure Operators and Abstract Approximation Spaces.,2009,trs/2009-10
trs/WasilewskiPR11,Perceptual Tolerance Intersection.,2011,trs/2011-13
trs/Mani12,Dialectics of Counting and the Mathematics of Vagueness.,2012,trs/2012-15
trs/Zielosko15,"Sequential Optimization of γ-Decision Rules Relative to Length, Coverage and Number of Misclassifications.",2015,trs/2015-19
trs/PatraN11,Tolerance Rough Set Theory Based Data Summarization for Clustering Large Datasets.,2011,trs/2011-14
trs/PodsiadloR14,Rough Sets in Economy and Finance.,2014,trs/2014-17
trs/Grzymala-Busse13,Generalized Probabilistic Approximations.,2013,trs/2013-16
trs/WojnaL19,Rseslib 3: Library of Rough Set and Machine Learning Methods with Extensible Architecture.,2019,trs/2019-21
trs/SamantaC08,On Extension of Dependency and Consistency Degrees of Two Knowledges Represented by Covering.,2008,trs/2008-9
trs/SzczukaJ13,Semantic Clustering of Scientific Articles Using Explicit Semantic Analysis.,2013,trs/2013-16
trs/MazumdarMM10,Evolutionary-Rough Feature Selection for Face Recognition.,2010,trs/2010-12
trs/DuntschG15,PRE and Variable Precision Models in Rough Set Data Analysis.,2015,trs/2015-19
trs/Gomolinska10,Satisfiability Judgement under Incomplete Information.,2010,trs/2010-11
trs/DelimataMMPSS10,Comparison of Some Classification Algorithms Based on Deterministic and Nondeterministic Decision Rules.,2010,trs/2010-12
trs/Cyran08,Modified Indiscernibility Relation in the Theory of Rough Sets with Real-Valued Attributes: Application to Recognition of Fraunhofer Diffraction Patterns.,2008,trs/2008-9
trs/PolkowskiA08,A Study in Granular Computing: On Classifiers Induced from Granular Reflections of Data.,2008,trs/2008-9
trs/GanterM11,A Formal Concept Analysis Approach to Rough Data Tables.,2011,trs/2011-14
trs/Terlecki10,On the Relation between Jumping Emerging Patterns and Rough Set Theory with Application to Data Classification.,2010,trs/2010-12
trs/PuriK11,Projected Gustafson-Kessel Clustering Algorithm and Its Convergence.,2011,trs/2011-14
trs/Grzymala-Busse10,Mining Numerical Data - A Rough Set Approach.,2010,trs/2010-11
trs/LiuSZ08,Interpretation of Extended Pawlak Flow Graphs Using Granular Computing.,2008,trs/2008-8
trs/TsangZ10,Decision Table Reduction in KDD: Fuzzy Rough Based Approach.,2010,trs/2010-11
trs/PolkowskiA08a,On Classifying Mappings Induced by Granular Structures.,2008,trs/2008-9
trs/WangZHYHHSLSASCLQZXMMWWD08,Research on Rough Set Theory and Applications in China.,2008,trs/2008-8
trs/ZhaoWY11,A Note on Attribute Reduction in the Decision-Theoretic Rough Set Model.,2011,trs/2011-13
trs/NagarajanU11,New Approach in Defining Rough Approximations.,2011,trs/2011-14
trs/GirishJ11,Rough Multiset and Its Multiset Topology.,2011,trs/2011-14
trs/BazanBPBSD15,Predicting the Presence of Serious Coronary Artery Disease Based on 24 Hour Holter ECG Monitoring.,2015,trs/2015-19
trs/PrasadR14,An Efficient Approach for Fuzzy Decision Reduct Computation.,2014,trs/2014-17
trs/Wolski08,Information Quanta and Approximation Operators: Once More Around the Track.,2008,trs/2008-8
trs/KobylinskiW11,Efficient Mining of Jumping Emerging Patterns with Occurrence Counts for Classification.,2011,trs/2011-13
trs/GrecoMS10,On Topological Dominance-based Rough Set Approach.,2010,trs/2010-12
trs/YuH19,Descriptive Topological Spaces for Performing Visual Search.,2019,trs/2019-21
trs/JiaS14,Three-Way Decisions Versus Two-Way Decisions on Filtering Spam Email.,2014,trs/2014-18
trs/TrabelsiEL11,Classification with Dynamic Reducts and Belief Functions.,2011,trs/2011-14
trs/EklundG08,Partially Ordered Monads and Rough Sets.,2008,trs/2008-8
trs/YaoZWH08,A Model of User-Oriented Reduct Construction for Machine Learning.,2008,trs/2008-8
trs/BonikowskiW08,Vagueness and Roughness.,2008,trs/2008-9
trs/Sosnowski19,Compound Objects Comparators in Application to Similarity Detection and Object Recognition.,2019,trs/2019-21
trs/XuWW14,On the Intuitionistic Fuzzy Topological Structures of Rough Intuitionistic Fuzzy Sets.,2014,trs/2014-18
trs/JensenC11,Fuzzy-Rough Nearest Neighbour Classification.,2011,trs/2011-13
trs/HenryR13,Maximal Clique Enumeration in Finding Near Neighbourhoods.,2013,trs/2013-16
trs/AbeT11,Evaluating a Temporal Pattern Detection Method for Finding Research Keys in Bibliographical Data.,2011,trs/2011-14
trs/Bazan08,Hierarchical Classifiers for Complex Spatio-temporal Concepts.,2008,trs/2008-9
trs/Nguyen08,Domain Knowledge Assimilation by Learning Complex Concepts.,2008,trs/2008-8
trs/BunderBC08,Some Rough Consequence Logics and their Interrelations.,2008,trs/2008-8
trs/NguyenN15,Searching for Reductive Attributes in Decision Tables.,2015,trs/2015-19
trs/Jaworski08,Generalized Indiscernibility Relations: Applications for Missing Values and Analysis of Structural Objects.,2008,trs/2008-8
trs/CiucciD14,"Three-Valued Logics, Uncertainty Management and Rough Sets.",2014,trs/2014-17
trs/Khan16,"Multiple-Source Approximation Systems, Evolving Information Systems and Corresponding Logics: A Study in Rough Set Theory.",2016,trs/2016-20
trs/BianucciC09,Information Entropy and Granulation Co-Entropy of Partitions and Coverings: A Summary.,2009,trs/2009-10
trs/PetersLW08,Evolutionary Rough k-Medoid Clustering.,2008,trs/2008-8
trs/LiuMZZ14,Feature Selection with Positive Region Constraint for Test-Cost-Sensitive Data.,2014,trs/2014-18
trs/Szczech09,Multicriteria Attractiveness Evaluation of Decision and Association Rules.,2009,trs/2009-10
trs/Mani08,Esoteric Rough Set Theory: Algebraic Semantics of a Generalized VPRS and VPFRS.,2008,trs/2008-8
trs/Kundu15,Some Transportation Problems Under Uncertain Environments.,2015,trs/2015-19
trs/Cyran10,Classical and Dominance-Based Rough Sets in the Search for Genes under Balancing Selection.,2010,trs/2010-11
trs/LeJ08,A Categorical Approach to Mereology and Its Application to Modelling Software Components.,2008,trs/2008-8
trs/Mani16,Algebraic Semantics of Proto-Transitive Rough Sets.,2016,trs/2016-20
trs/Polkowski19,"Jan Łukasiewicz Life, Work, Legacy - On the Centenary of the Farewell Lecture at Warsaw University During Which Jan Łukasiewicz Introduced Multi-valued Logic and on His 140th Birth Anniversary in the Year of 100",2019,trs/2019-21
trs/Wakulicz-DejaN08,From Information System to Decision Support System.,2008,trs/2008-9
trs/Grzymala-BusseR08,Local and Global Approximations for Incomplete Data.,2008,trs/2008-8
trs/SahaMP10,A Novel Split and Merge Technique for Hypertext Classification.,2010,trs/2010-12
trs/MoshkovPZ08,"On Partial Covers, Reducts and Decision Rules.",2008,trs/2008-8
trs/ElhadiZ08,A Rough Sets Approach to the Identification and Analysis of Factors Affecting Biological Control of Leafy Spurge.,2008,trs/2008-8
trs/Grzymala-BusseR10,Definability and Other Properties of Approximations for Generalized Indiscernibility Relations.,2010,trs/2010-11
trs/Przybyszewski08,The Neurophysiological Bases of Cognitive Computation Using Rough Set Theory.,2008,trs/2008-9
trs/LiL13,An Extension to Rough c-Means Clustering Algorithm Based on Boundary Area Elements Discrimination.,2013,trs/2013-16
trs/KuzelewskaS08,Information Granulation: A Medical Case Study.,2008,trs/2008-9
trs/Jiao11,Evolutionary Tolerance-Based Gene Selection in Gene Expression Data.,2011,trs/2011-14
trs/PuzioP13,Nearness of Subtly Different Digital Images.,2013,trs/2013-16
trs/Janusz14,Algorithms for Similarity Relation Learning from High Dimensional Data.,2014,trs/2014-17
trs/BlaszczynskiSS10,Variable Consistency Bagging Ensembles.,2010,trs/2010-11
